ID	Symbol	HR	p_value	adj_p_value
208730_x_at	RAB2A	-0.824699214733155	6.42197523013824e-05	0.0173644240334285
212353_at	SULF1	0.417596934987946	6.41212606873106e-05	0.0173644240334285
212655_at	ZCCHC14	0.723345940283194	6.13140321969589e-05	0.0173644240334285
213405_at	RAB22A	0.865991608939878	6.46792260815224e-05	0.0173644240334285
217880_at	CDC27	1.03880878724303	6.73511625517997e-05	0.0176563053546089
218883_s_at	CENPU	0.426930458488894	6.71119933211002e-05	0.0176563053546089
209642_at	BUB1	0.458448616010174	7.35564115517311e-05	0.0190588083558979
218906_x_at	KLC2	1.03916341527141	7.45244041817725e-05	0.0190876700963499
203502_at	BPGM	0.848590455503367	7.65930351491977e-05	0.0191766584520177
204252_at	CDK2	0.983343439563552	7.59538258532239e-05	0.0191766584520177
219502_at	NEIL3	1.37339734953271	7.76485194289069e-05	0.0192249106492704
209780_at	PHTF2	0.885092790513256	8.09019263068979e-05	0.0195723862037979
211068_x_at	WASHC2C	-1.06557036459292	8.25653773350537e-05	0.0195723862037979
217239_x_at	NA	-1.89947770124037	8.24062652667999e-05	0.0195723862037979
218894_s_at	MAGOHB	0.708626473469447	8.11599950804555e-05	0.0195723862037979
203889_at	SCG5	0.377618977922431	8.35686494395082e-05	0.0196016864785322
201608_s_at	PWP1	1.24911437601888	8.58521578198804e-05	0.0199275378406291
215130_s_at	IQCK	-1.54424442940933	9.15643082122349e-05	0.0208196681621758
221566_s_at	NOL3	0.718267677641656	9.12696188329829e-05	0.0208196681621758
202375_at	SEC24D	0.707817932884735	9.37553483439291e-05	0.0208915042714777
206102_at	GINS1	0.449369441771928	9.34852988976129e-05	0.0208915042714777
200081_s_at	RPS6	-0.742961586922526	0.000102494312843624	0.0209197783188849
200937_s_at	NA	-0.874840748031042	0.000113168144799009	0.0209197783188849
201368_at	ZFP36L2	-0.51096272158502	0.000100964520975314	0.0209197783188849
201558_at	RAE1	0.653115893164292	0.000107240493165146	0.0209197783188849
201764_at	TMEM106C	0.774080020358179	0.000104342855441206	0.0209197783188849
202872_at	ATP6V1C1	0.525409609269727	0.000101493620296722	0.0209197783188849
203714_s_at	TBCE	0.809063261604192	0.000103445885306593	0.0209197783188849
204017_at	KDELR3	0.50857333830666	0.000109704390708883	0.0209197783188849
205361_s_at	PFDN4	0.521563790323427	0.000113613293018742	0.0209197783188849
207996_s_at	LDLRAD4	0.416011867517095	0.000107331949506144	0.0209197783188849
208160_at	NA	-2.13107151389961	0.00010300277284321	0.0209197783188849
209524_at	HDGFL3	0.493656533322264	0.00010285011994351	0.0209197783188849
209539_at	ARHGEF6	-0.548977859454653	0.000113330213242699	0.0209197783188849
211666_x_at	NA	-0.491266995183117	0.000113657076488356	0.0209197783188849
213037_x_at	STAU1	0.843787525973665	0.000107630116109826	0.0209197783188849
214291_at	NA	0.802166592614228	0.000105953580671157	0.0209197783188849
214853_s_at	SHC1	0.821692904045409	0.000113170194002478	0.0209197783188849
215963_x_at	RPL3	-1.17741300258333	0.000107940588735017	0.0209197783188849
216558_x_at	NA	-2.26758353004972	0.00011290266668822	0.0209197783188849
219494_at	RAD54B	0.52863089837461	0.000105077977120733	0.0209197783188849
219793_at	SNX16	0.884446510723734	9.77584961262555e-05	0.0209197783188849
222201_s_at	CASP8AP2	0.66375031608464	0.000114536326118743	0.0209197783188849
210135_s_at	SHOX2	0.518561535215803	0.00011710532035526	0.0210440149473892
221362_at	HTR5A	-2.23243529076255	0.000116374569826324	0.0210440149473892
208838_at	CAND1	0.787477130169762	0.000119143325380313	0.0211737632174634
218585_s_at	DTL	0.431661041168556	0.000120678002451099	0.0211737632174634
218620_s_at	HEMK1	-1.06216718718744	0.000119986886588442	0.0211737632174634
212556_at	SCRIB	0.540826405551917	0.000122393682318146	0.0213070189304316
216708_x_at	IGLJ3	-1.8485294050866	0.000124362207195178	0.0214818842087609
209619_at	CD74	-0.472608665646947	0.000126668654335874	0.0217119817274329
201009_s_at	TXNIP	-0.455022565619724	0.000131459376811353	0.0219619076765091
202705_at	CCNB2	0.469474631748779	0.000129182970146175	0.0219619076765091
208395_s_at	URB1	-2.10414703250804	0.000131942338498812	0.0219619076765091
215036_at	NA	-1.53560466570797	0.000132069094316394	0.0219619076765091
201111_at	CSE1L	0.531169291516145	0.000145213210538333	0.0221629176056552
202823_at	ELOC	0.76566272340264	0.000135351939149434	0.0221629176056552
202968_s_at	DYRK2	0.795636556698661	0.000138142413114982	0.0221629176056552
204444_at	KIF11	0.475660959545646	0.000144487213716254	0.0221629176056552
210660_at	LILRA1	-2.25965885128196	0.000142419224762089	0.0221629176056552
211980_at	COL4A1	0.69427060548129	0.00014415364489418	0.0221629176056552
212687_at	NA	0.78026224995072	0.000140775683819147	0.0221629176056552
214751_at	ZNF468	0.725039654145346	0.000138447387468604	0.0221629176056552
215026_x_at	SCNN1A	-1.29206143369168	0.00014159121114647	0.0221629176056552
215341_at	DNAH6	-1.80710713768238	0.000144745745184481	0.0221629176056552
217036_at	NA	-2.71393135730038	0.00014472501226562	0.0221629176056552
221500_s_at	STX16	0.84710806409952	0.000139872725781003	0.0221629176056552
218336_at	PFDN2	0.58621197083032	0.000146668696321892	0.0222327793206851
216892_at	IGHG1	-1.37688246662274	0.000147942310088609	0.0222743141601654
201760_s_at	WSB2	0.819447774227678	0.000150315904719523	0.0224797939923834
216531_at	NA	-1.62295885172674	0.000153410293678046	0.0225461997700365
218277_s_at	DHX40	0.483679260459746	0.000152231696336509	0.0225461997700365
219990_at	E2F8	0.705053108435933	0.000153795376073489	0.0225461997700365
214669_x_at	IGKC	-0.228334965037291	0.000154845933242989	0.0225518426827028
205049_s_at	CD79A	-0.907584665540155	0.000156907134443585	0.0225627818652476
215171_s_at	TIMM17A	0.711453028452033	0.000158244787300374	0.0225627818652476
217482_at	NA	0.96515220665502	0.000157339014174327	0.0225627818652476
220828_s_at	LINC01949	-1.69306023317623	0.000158971267461467	0.0225627818652476
203358_s_at	EZH2	0.403185737553821	0.000162450690765882	0.0227907345314877
221685_s_at	SPDL1	0.907960499029618	0.000162622931854174	0.0227907345314877
201890_at	RRM2	0.336587055471852	0.000166199540487156	0.0229336897730717
205457_at	ILRUN	-1.29185012246306	0.000166730590281273	0.0229336897730717
219307_at	PDSS2	0.510015354992181	0.000165421672663481	0.0229336897730717
202969_at	DYRK2	0.645904162093396	0.0001703268289848	0.0232846179771062
201010_s_at	TXNIP	-0.505338498242753	0.000171917475109248	0.0232912565849142
216142_at	NA	-1.61523296690684	0.000172465885944928	0.0232912565849142
218455_at	NFS1	0.751336877616629	0.000177388266863953	0.0238117033164425
207320_x_at	STAU1	0.898470868053293	0.000180011394451216	0.0238358175456043
213329_at	NA	0.8510983406052	0.000179005930504535	0.0238358175456043
218875_s_at	FBXO5	0.672905370929893	0.000180776967428404	0.0238358175456043
207318_s_at	CDK13	1.12900587193498	0.00018614492166212	0.0243992193493942
207921_x_at	PAX8	-2.10695734916011	0.000187452118912323	0.0244268746533525
209134_s_at	RPS6	-0.99646642858032	0.000192400464285296	0.0249259275911003
218483_s_at	IFT46	-0.924463603319487	0.000198586255794877	0.0255785984848395
210297_s_at	MSMB	0.218437938962277	0.000205306162651009	0.0262921679445542
213009_s_at	TRIM37	0.55562147225331	0.000206773627826972	0.0263287814221053
204146_at	RAD51AP1	0.431386454398006	0.000214357194725638	0.0263896208291237
209358_at	TAF11	0.751694752121551	0.000212623326186155	0.0263896208291237
210457_x_at	HMGA1	-1.64522967646276	0.000210130865608817	0.0263896208291237
211251_x_at	NFYC	-0.922617425066024	0.000210259204065044	0.0263896208291237
216354_at	NA	-1.66578926239345	0.000213366624757288	0.0263896208291237
221757_at	PIK3IP1	-1.57650570746697	0.000213491281575628	0.0263896208291237
212633_at	UFL1	0.67116868232515	0.000217209111067416	0.0264484733437991
214910_s_at	APOM	-1.46607688967548	0.000216760279232002	0.0264484733437991
218940_at	VCPKMT	0.640769980538939	0.000220739179899826	0.0267322344875425
217138_x_at	IGLC1	-1.558727743086	0.000223280034813506	0.0268937784635101
205499_at	SRPX2	0.56072244288949	0.00022615444736022	0.0268979447721269
210111_s_at	KLHDC10	0.666730018769738	0.000227841729252893	0.0268979447721269
219746_at	DPF3	-1.59012225333834	0.000224873796001667	0.0268979447721269
221286_s_at	MZB1	-0.633033389188326	0.000228143049047794	0.0268979447721269
201987_at	MED13	0.653101577594404	0.000234189657177467	0.0274655164783447
218533_s_at	UCKL1	0.798125591276621	0.000237085293592578	0.0276595371577143
211588_s_at	PML	-1.65481796133646	0.000242686120674671	0.0281654938905922
222040_at	HNRNPA1	0.807059119844302	0.000246216487850451	0.0284271606153969
212014_x_at	CD44	-0.507182227143638	0.000247493351070383	0.0284272904221719
202025_x_at	ACAA1	-1.11008321825795	0.000250810173895834	0.0284520683720578
206781_at	DNAJC4	-1.28188271080198	0.00025041160742515	0.0284520683720578
208443_x_at	SHOX2	0.690894651024856	0.000252504329207472	0.0284520683720578
209374_s_at	IGHM	-0.21959481507786	0.000252816476132811	0.0284520683720578
216901_s_at	IKZF1	-2.28967473114147	0.000258080945031582	0.0288985813976822
214450_at	CTSW	-1.06444680025712	0.000262012024208598	0.0289766658389628
215193_x_at	NA	-0.355953569935299	0.000262679464141744	0.0289766658389628
221079_s_at	NA	1.5415931135532	0.000262527822366209	0.0289766658389628
201299_s_at	MOB1A	-1.3719855083976	0.000265836039769902	0.0291804161290282
201216_at	ERP29	-0.900526199794665	0.000270100654254162	0.0295032003860073
209312_x_at	NA	-0.383222553282547	0.000275246965376612	0.0299186738023758
200037_s_at	CBX3	0.855258225118889	0.000287855550420909	0.0301017452037022
200886_s_at	PGAM1	0.971149445985035	0.0002913194336533	0.0301017452037022
201589_at	SMC1A	0.673111174477915	0.00029200939469272	0.0301017452037022
201597_at	COX7A2	0.901775467077012	0.00029314179909363	0.0301017452037022
202464_s_at	PFKFB3	0.4288262776811	0.000284868142830192	0.0301017452037022
204114_at	NID2	0.522822027882583	0.000278389121125423	0.0301017452037022
207383_s_at	RHBDL1	0.55706984079714	0.00028888741222427	0.0301017452037022
209714_s_at	CDKN3	0.435471796531259	0.000293059128778847	0.0301017452037022
212759_s_at	TCF7L2	-1.02247838144595	0.000280613922543698	0.0301017452037022
213820_s_at	STARD5	-1.34683205178902	0.000288073498346397	0.0301017452037022
218749_s_at	SLC8B1	-1.49780262023444	0.000289726589535976	0.0301017452037022
44040_at	FBXO41	1.34536409684977	0.000285894480731776	0.0301017452037022
217842_at	NA	0.687671748203283	0.000296499309499841	0.0303068537320411
211758_x_at	TXNDC9	0.828798392547385	0.000303513719423141	0.0308587022493498
215660_s_at	MAST2	-1.36642636575775	0.000304667885601443	0.0308587022493498
200917_s_at	SRPRA	-0.646322065159453	0.000307749519997772	0.0310297853127165
200822_x_at	TPI1	0.706948144304612	0.000316696606315224	0.0315189002712734
209862_s_at	CEP57	-0.945853547931614	0.000314726082798808	0.0315189002712734
219575_s_at	NA	0.707012843527788	0.000316843946540647	0.0315189002712734
203755_at	BUB1B	0.400601891084976	0.000323425163810779	0.0318457575322592
212942_s_at	CEMIP	0.442290832393897	0.000322668928878787	0.0318457575322592
219179_at	DACT1	0.497845244902732	0.000324417132335092	0.0318457575322592
203008_x_at	TXNDC9	0.744065588236936	0.000328901364351774	0.0319706007454644
213442_x_at	SPDEF	-1.99235929781133	0.000330469659723363	0.0319706007454644
216984_x_at	NA	-0.385829136059194	0.000329445152473538	0.0319706007454644
218009_s_at	PRC1	0.369835331588592	0.000331427939335021	0.0319706007454644
202610_s_at	MED14	1.11225883152386	0.00033460087555477	0.0321375487499437
202216_x_at	NFYC	-0.71091582451208	0.000338358505423211	0.0322206947707069
208611_s_at	SPTAN1	-0.667643193173243	0.000337731073214612	0.0322206947707069
213092_x_at	DNAJC9	0.611865830353742	0.000352214480101045	0.0332559121190321
220306_at	TENT5C	-0.920821230321874	0.000351443447534757	0.0332559121190321
204337_at	RGS4	0.468418419470612	0.000355778874946225	0.0334507201283829
36936_at	GFUS	0.50866828688049	0.000357624911977099	0.033483008040276
214650_x_at	MOG	0.998317989661601	0.000360375925009088	0.0335500095841828
215176_x_at	NA	-0.179890932583682	0.000361351806318892	0.0335500095841828
217181_at	NA	-2.13387132018141	0.000365426161368438	0.0337875151608834
211469_s_at	CXCR6	-1.49096273567411	0.000372458985999131	0.0340143589549944
212160_at	XPOT	0.579199239789911	0.000370072363848884	0.0340143589549944
217956_s_at	ENOPH1	0.677968096802707	0.000371019327769988	0.0340143589549944
202582_s_at	RANBP9	0.674652343224841	0.000380285701257796	0.0340415996571415
202731_at	NA	-0.315042833297758	0.000377739817022482	0.0340415996571415
203110_at	PTK2B	-1.28327854108215	0.000384876475324959	0.0340415996571415
206150_at	CD27	-0.721675116846338	0.00038104074825485	0.0340415996571415
209835_x_at	CD44	-0.470941334605512	0.000386847929486666	0.0340415996571415
210177_at	TRIM15	-1.80840183529935	0.000379956721672915	0.0340415996571415
211709_s_at	CLEC11A	0.519363379020033	0.000384002814773618	0.0340415996571415
212200_at	ANKLE2	0.756540630325104	0.000383452367154754	0.0340415996571415
214524_at	GHRH	-1.24644742070135	0.000389561904257554	0.0340415996571415
216208_s_at	ATF6B	-1.91973060888221	0.000388052841621624	0.0340415996571415
221521_s_at	GINS2	0.380369943691929	0.00038708318528247	0.0340415996571415
204320_at	COL11A1	0.273314640004803	0.000406461160091404	0.0344828757083602
204886_at	PLK4	0.967996910444683	0.000409450953544952	0.0344828757083602
208845_at	VDAC3	0.640852251520441	0.000410086705682154	0.0344828757083602
211702_s_at	USP32	0.793589708635162	0.000402060316522093	0.0344828757083602
212898_at	TTI1	0.815109090286308	0.000408863031653882	0.0344828757083602
214857_at	RPARP-AS1	-1.08914931631299	0.000408458157830839	0.0344828757083602
217148_x_at	NA	-0.34212193966047	0.000404832162596364	0.0344828757083602
218381_s_at	U2AF2	0.862366647888992	0.000398390713863495	0.0344828757083602
219037_at	RRP15	0.552085088763968	0.000408719010665124	0.0344828757083602
220177_s_at	TMPRSS3	-0.272195899699924	0.000400832141104716	0.0344828757083602
202651_at	LPGAT1	0.508173042549855	0.000415040228075318	0.0345135446395633
203536_s_at	CIAO1	0.701281085319741	0.00041458123050246	0.0345135446395633
218468_s_at	GREM1	0.326412213651845	0.000415098055172237	0.0345135446395633
202503_s_at	PCLAF	0.431692775257022	0.000421673420082145	0.0348005511840387
221293_s_at	DEF6	-1.18572469713502	0.000421544369151574	0.0348005511840387
208882_s_at	UBR5	0.540535666885757	0.000423314222428897	0.0348070509903436
209559_at	HIP1R	-1.40619433191296	0.000427613381850069	0.0349433673005148
210386_s_at	MTX1	0.827511939554674	0.000428108390837883	0.0349433673005148
201506_at	TGFBI	0.40562442399422	0.000435418060749046	0.035148901243765
205063_at	GEMIN2	0.66245211718229	0.000436936033950676	0.035148901243765
212801_at	NA	1.27181862878469	0.000435614648229464	0.035148901243765
217198_x_at	NA	-1.25732519065337	0.000435856016324228	0.035148901243765
205523_at	HAPLN1	0.464968000189873	0.000440433936120626	0.0353028395632227
206844_at	FBP2	-2.08206290018017	0.000443901181218433	0.0354532258820442
221592_at	NA	-1.71232444998246	0.000446521419038286	0.035535131358679
207827_x_at	SNCA	-1.13381838793756	0.000448492855015673	0.0355562577744424
219773_at	NOX4	0.445023398031529	0.000449978220723994	0.0355562577744424
204700_x_at	UTP25	0.508279049406202	0.000455078498958053	0.0358322056264392
209651_at	TGFB1I1	0.467665136120446	0.000456914267948533	0.0358500726503421
202864_s_at	SP100	-0.757691903098466	0.000463960926084822	0.0361716908124772
218728_s_at	CNIH4	0.483768323682819	0.000464259909902996	0.0361716908124772
202044_at	ARHGAP35	-1.19627290503435	0.000466968002830027	0.0362559164009111
216061_x_at	PDGFB	1.14009163806537	0.000469344605991814	0.0363139092198458
205443_at	SNAPC1	0.777685874099115	0.000474804447713735	0.0364829914082937
220585_at	HKDC1	-2.08992317161681	0.000473388647942575	0.0364829914082937
215946_x_at	IGLL3P	-0.327344150739117	0.000476469047455271	0.0364850851699169
204490_s_at	CD44	-0.464140793113316	0.000486606583531808	0.0366680140526602
204817_at	ESPL1	0.706393556559851	0.000480508544732572	0.0366680140526602
210548_at	CCL23	-1.86588171570903	0.000484411274196286	0.0366680140526602
212063_at	CD44	-0.388218774234434	0.000484244225697181	0.0366680140526602
44783_s_at	HEY1	0.480823955283902	0.000487085767607029	0.0366680140526602
204169_at	IMPDH1	0.967695948393358	0.000491929632703009	0.0367841208238965
213502_x_at	GUSBP11	-0.369280239535197	0.000490623892403819	0.0367841208238965
202954_at	UBE2C	0.416540454887197	0.00049584164167819	0.0369526398043983
202971_s_at	DYRK2	0.74365460826759	0.0005016444552157	0.0370323632283162
204015_s_at	DUSP4	-0.331376108413965	0.000501897127628753	0.0370323632283162
214946_x_at	NA	-1.09127467809662	0.000500351551918934	0.0370323632283162
200848_at	AHCYL1	-0.589454108573848	0.000514013081371642	0.0370801727795721
202730_s_at	NA	-0.577591741220555	0.000513343066139645	0.0370801727795721
204176_at	KLHL20	0.751808195074617	0.000509693072218074	0.0370801727795721
207971_s_at	CEP68	-1.45294118884143	0.000515857539903395	0.0370801727795721
214095_at	SHMT2	0.794121705642025	0.000512687154779517	0.0370801727795721
214193_s_at	UTP25	0.593757417828125	0.000515298758266393	0.0370801727795721
216293_at	CLTA	-1.61780728661163	0.000509943477169934	0.0370801727795721
217291_at	CEACAM5	-1.8341363404324	0.000510109596883803	0.0370801727795721
218586_at	MRGBP	0.680788418045894	0.000519354730060623	0.0372115159162085
213911_s_at	H2AZ1	0.774039521074108	0.000523297980988976	0.0373738747127479
202066_at	PPFIA1	0.42298675503383	0.000545880306910749	0.0378936164451471
209773_s_at	RRM2	0.341929841460388	0.000536044888245462	0.0378936164451471
211868_x_at	NA	-0.603004526553757	0.000535920865147985	0.0378936164451471
213631_x_at	DHODH	1.4658676827908	0.000538217838146648	0.0378936164451471
214841_at	CNIH3	0.929747882960695	0.000544566867412093	0.0378936164451471
218351_at	COMMD8	0.758043630747261	0.000539209919149221	0.0378936164451471
219330_at	VANGL1	0.590776916395895	0.000545057532683597	0.0378936164451471
219434_at	TREM1	0.887932694680525	0.000542802772258513	0.0378936164451471
220718_at	HEXA-AS1	-2.82064024654662	0.000535387420701416	0.0378936164451471
219215_s_at	SLC39A4	0.414152581489616	0.000548217138722661	0.0379376475222269
213090_s_at	TAF4	0.599598130061614	0.000552416286622084	0.0381098827083588
202202_s_at	LAMA4	0.455291046070709	0.000570954636199688	0.0390824645526342
205341_at	EHD2	-1.71026464589177	0.000577037689620637	0.0390824645526342
208242_at	RAX	-1.49294919027873	0.000576807937259116	0.0390824645526342
218697_at	NCKIPSD	0.961611539706587	0.000576239853089657	0.0390824645526342
221749_at	YTHDF3	0.546101598746403	0.000569109600485563	0.0390824645526342
53202_at	NA	1.54329477128082	0.000576926022475075	0.0390824645526342
218768_at	NUP107	0.617399427773788	0.000580174184827158	0.0391758223045563
320_at	PEX6	-0.811763209620602	0.000582089475318627	0.039186404164728
214906_x_at	N4BP2L1	-1.30396895618885	0.000584419832409331	0.0392247804987263
200909_s_at	NA	-0.904635851377282	0.000597555658508699	0.0399149945666243
211649_x_at	NA	-1.32665932959538	0.000603464067926677	0.0399149945666243
216801_at	CROCC	-1.86921027544733	0.000602250080267529	0.0399149945666243
218942_at	PIP4K2C	0.89685920861575	0.000603659882823335	0.0399149945666243
219918_s_at	ASPM	0.347129615377641	0.000603562892114356	0.0399149945666243
202418_at	YIF1A	0.665392209113298	0.000605669172573835	0.0399293673741502
203721_s_at	UTP18	0.494763954657253	0.000610042286747785	0.0399712936266206
209666_s_at	CHUK	0.817621167499553	0.000610712885774173	0.0399712936266206
213568_at	OSR2	0.327270642929547	0.000615274142347568	0.0399712936266206
217235_x_at	NA	-0.416291660976168	0.000615254760357956	0.0399712936266206
218469_at	GREM1	0.298696651388225	0.000613050409729324	0.0399712936266206
203182_s_at	SRPK2	0.568976915438262	0.000620306506944639	0.040181075273975
202998_s_at	LOXL2	0.391318054495759	0.00063353907753568	0.0406834330395607
204496_at	STRN3	0.654780035481078	0.000630231757572546	0.0406834330395607
209935_at	ATP2C1	0.585587024914855	0.000633513925654647	0.0406834330395607
213915_at	NKG7	-0.745458639304361	0.000654603263801093	0.0419153003657464
212060_at	U2SURP	0.825181249056411	0.000657970859127319	0.0420102139081205
201986_at	MED13	0.626931699016946	0.000662337575207212	0.0421681948238352
208306_x_at	NA	-0.4327866679931	0.000674167492519503	0.0424363678977743
212473_s_at	MICAL2	0.452070697341609	0.000673604492864643	0.0424363678977743
216133_at	YME1L1	-1.84372708792725	0.000671650291341709	0.0424363678977743
218461_at	GPN3	0.872696945041318	0.000670578756622638	0.0424363678977743
220855_at	NA	1.20061020715921	0.000677618775794905	0.0425334624817968
206220_s_at	RASA3	-1.30301401987199	0.000684763112610455	0.0427411104714251
209331_s_at	MAX	-0.880158529923755	0.000684708284133774	0.0427411104714251
202833_s_at	SERPINA1	-0.268568715149886	0.000690564004782119	0.0429827869233519
202463_s_at	MBD3	-1.52676059471374	0.000707391268367644	0.0431965521038031
206286_s_at	NA	-1.96036727827231	0.000707568169361761	0.0431965521038031
207430_s_at	MSMB	0.189064372777194	0.000697939340843371	0.0431965521038031
213196_at	ZNF629	-1.36234472709374	0.000707561089988599	0.0431965521038031
215121_x_at	NA	-0.186577549250623	0.000700542516904421	0.0431965521038031
